Employee Name,Employee ID,Applicant Source,Status,CV Submission Date,CV Review,HR Interview Date,HR Interview,Hiring  Date,Manager Interview,Gender,Department,Job Type,Exit Date,Exit Type,Exit Reason,Years of Experience,Salary,Bonus,Last Performance Rating,Promotion Date,Training Hours Completed,Satisfaction Score,Engagement Score,Number of  Leaves
Bruce Lopez,14c81754,Internal,New hire,24-02-2021,Passed,25-05-2021,Passed,27-01-2021,Failed,Other,Finance,Part-time,,Involuntary,Other,17,82490,5502,1,03-04-2021,158,3,3,1
Richard Pope,8feec31d,Online Application,New hire,17-12-2023,Passed,27-04-2024,Passed,24-08-2020,Passed,Female,Marketing,Contract,29-08-2021,Voluntary,Other,22,51221,16961,4,04-04-2021,161,1,10,0
Patrick Castillo,0a6e651a,Internal,New hire,03-06-2020,Failed,13-03-2021,Failed,23-07-2021,Failed,Female,Sales,Full-time,05-02-2020,,Other,28,68882,13318,5,05-04-2021,143,8,7,3
Taylor Meyer,9498e33e,Agency,Hired,09-11-2020,Failed,21-03-2024,Failed,29-06-2023,Failed,Male,IT,Contract,,Voluntary,Retirement,17,127674,14343,2,06-04-2021,167,9,5,0
William Oliver,7278b77c,Agency,New hire,22-01-2024,Failed,29-03-2021,Passed,06-01-2022,Failed,Male,Operations,Contract,07-08-2021,Voluntary,Retirement,12,58160,6757,4,,174,1,9,15
Lisa Clark,945f6321,Agency,Hired,11-08-2023,Passed,23-02-2023,Failed,16-02-2020,Failed,Male,Marketing,Full-time,01-06-2021,,Personal Reasons,13,126253,8190,1,09-05-2020,65,6,2,10
Jeffrey Acosta,065e2b49,Internal,New hire,17-02-2023,Passed,19-06-2022,Passed,20-01-2022,Failed,Other,IT,Contract,18-01-2020,Voluntary,Retirement,10,52578,3884,2,,166,5,9,11
Kyle Douglas,0ba4daab,Internal,New hire,07-11-2021,Failed,09-02-2022,Failed,06-04-2024,Failed,Other,Finance,Part-time,02-09-2023,,,29,52157,6516,3,,140,2,3,3
Julie Clark,fdac0d0b,Internal,Hired,07-11-2021,Failed,24-04-2020,Failed,17-09-2021,Failed,Male,IT,Full-time,30-09-2022,Involuntary,,30,40938,15158,5,,116,4,4,6
Thomas Jackson,c643c6ff,Internal,New hire,19-04-2020,Failed,11-11-2021,Failed,05-11-2021,Failed,Other,HR,Contract,26-02-2022,Involuntary,Termination,8,73382,3395,3,16-08-2020,84,2,5,3
Ashley Bailey,513e1500,Agency,Hired,08-06-2021,Passed,07-10-2020,Passed,21-07-2024,Failed,Female,Sales,Part-time,,Involuntary,,21,128508,16162,2,,115,5,10,9
Sara Sosa,0a83023c,Internal,New hire,27-08-2021,Failed,08-10-2022,Failed,28-09-2021,Passed,Male,Sales,Part-time,26-02-2022,Voluntary,Other,9,65288,12625,4,25-02-2020,129,2,2,9
David Mcdonald,5c68898c,Agency,Hired,11-01-2024,Failed,01-03-2020,Failed,22-05-2023,Failed,Female,Sales,Full-time,,,Layoff,22,65442,1722,1,,78,10,4,8
Becky Munoz,88c3db0c,Internal,New hire,10-04-2022,Passed,18-02-2022,Passed,06-02-2023,Failed,Female,Sales,Contract,13-02-2020,Voluntary,Termination,18,129987,16929,4,,119,5,6,15
Alejandro Barry,9bc994c8,Internal,Hired,12-03-2024,Passed,25-08-2021,Failed,24-11-2023,Failed,Other,HR,Part-time,,Voluntary,Layoff,13,112410,15310,5,,130,5,5,5
Theresa Olson,172bdf74,Internal,Hired,23-07-2024,Passed,13-04-2023,Failed,11-08-2024,Passed,Female,Finance,Contract,23-12-2023,,Retirement,26,46763,14599,1,,155,1,4,6
Nathan Harmon II,84d02b7b,Online Application,Hired,06-12-2022,Passed,10-04-2023,Passed,07-09-2023,Passed,Other,Marketing,Contract,,Voluntary,Layoff,25,69219,12555,4,,187,3,10,8
Tracy Mendoza,e5229b7d,Internal,Hired,12-12-2021,Failed,08-08-2020,Passed,18-10-2023,Failed,Female,Operations,Full-time,07-12-2022,,Other,27,45463,11004,2,,31,5,1,6
Steve Smith,b9ec51ba,Internal,New hire,21-07-2022,Passed,07-06-2021,Failed,02-07-2024,Passed,Other,Operations,Part-time,26-02-2022,Involuntary,,4,87203,1197,5,22-06-2021,94,8,10,3
John Harvey,df4cf0a7,Internal,Hired,14-03-2020,Passed,15-09-2021,Passed,24-10-2020,Passed,Female,Marketing,Contract,,Voluntary,Termination,5,95936,1506,2,,149,7,9,6
Randy Murphy,4d370c8e,Internal,Hired,02-08-2020,Failed,03-02-2022,Passed,01-11-2020,Passed,Male,IT,Contract,,Involuntary,Retirement,21,120566,14097,5,16-11-2021,177,4,5,14
Ashley Mcdaniel,ac75615a,Internal,Hired,03-10-2023,Passed,23-03-2023,Passed,19-03-2020,Passed,Female,Operations,Contract,,,Termination,20,95498,15515,2,,86,1,6,8
Robert Gordon,fb1eb5ef,Online Application,Hired,11-09-2020,Passed,19-09-2021,Failed,17-01-2022,Passed,Female,HR,Part-time,08-06-2021,,Retirement,24,134742,9463,1,06-02-2021,39,6,5,12
Rachel Mahoney,a40e6491,Online Application,New hire,27-08-2020,Failed,03-05-2020,Passed,23-12-2023,Failed,Male,Finance,Contract,01-02-2024,Involuntary,Other,20,40100,16082,4,,194,7,7,8
Gregory Hernandez,eef7fa06,Internal,New hire,23-09-2023,Passed,05-10-2021,Failed,12-02-2021,Failed,Female,HR,Part-time,14-06-2020,Involuntary,,22,121309,9222,4,,153,8,1,12
April Welch,62ec020f,Online Application,New hire,03-04-2020,Passed,24-08-2024,Failed,03-09-2024,Failed,Male,Operations,Full-time,,Involuntary,Termination,21,98306,18327,2,23-02-2021,35,1,8,1
Derek Maynard,4d5b22a1,Internal,Hired,14-08-2022,Passed,25-10-2022,Passed,16-04-2024,Failed,Female,Marketing,Part-time,,Voluntary,Layoff,13,75090,17281,3,,150,8,8,15
Kim Richard,770c5caa,Online Application,New hire,02-04-2023,Failed,12-03-2021,Passed,22-01-2024,Failed,Other,Finance,Contract,26-11-2022,Voluntary,,25,118423,3475,3,,172,4,3,10
Mark Yates,8df54cca,Online Application,Hired,28-10-2021,Failed,23-12-2020,Passed,07-11-2020,Failed,Male,Operations,Part-time,,Involuntary,Layoff,24,108351,1967,1,,196,3,6,5
Courtney Garcia,4222d9f5,Online Application,New hire,12-05-2024,Passed,24-11-2020,Passed,07-10-2023,Passed,Male,HR,Part-time,28-04-2024,,Termination,14,42415,7726,1,13-12-2023,200,9,3,4
Mark Ford,7e584945,Agency,Hired,13-12-2022,Passed,30-05-2022,Failed,24-05-2020,Failed,Male,Operations,Part-time,03-09-2020,,Other,17,105106,19505,1,,68,1,8,6
Matthew Reyes,4442099b,Agency,Hired,03-08-2020,Failed,02-12-2021,Passed,10-11-2020,Passed,Other,Marketing,Full-time,09-08-2022,Voluntary,,18,113275,13857,5,,194,2,8,8
Ronnie Friedman,b04a6a30,Internal,Hired,02-10-2022,Failed,10-12-2020,Passed,18-09-2023,Failed,Female,Operations,Part-time,,,,2,140498,15731,5,,131,1,5,0
Richard Patterson,ae8e3f20,Internal,New hire,21-01-2024,Passed,25-08-2023,Passed,30-06-2020,Passed,Male,HR,Full-time,,Involuntary,Personal Reasons,5,132243,6497,3,27-05-2021,4,8,2,14
Drew Santana,23b9de4d,Agency,Hired,30-04-2023,Failed,04-06-2023,Passed,21-12-2020,Failed,Female,IT,Part-time,,Involuntary,,1,74239,15331,3,,180,4,5,7
Laurie Guerrero,53a69d78,Internal,New hire,29-07-2024,Failed,08-08-2023,Passed,16-06-2024,Failed,Female,HR,Contract,,Voluntary,Termination,15,103773,15813,4,19-03-2023,3,2,10,12
Roger Vega,39187bce,Agency,Hired,13-01-2021,Passed,12-06-2023,Passed,03-04-2023,Failed,Male,Sales,Contract,,Involuntary,Layoff,21,102542,15870,3,,12,9,3,8
Jeff Smith,24b50c2e,Internal,Hired,27-09-2020,Passed,03-11-2023,Passed,21-03-2021,Passed,Female,HR,Part-time,,Voluntary,Personal Reasons,27,119200,13300,3,,142,3,4,13
Mary Reed,4b7144db,Internal,Hired,16-01-2021,Failed,02-08-2021,Passed,29-11-2020,Failed,Other,Finance,Part-time,27-07-2020,Voluntary,Personal Reasons,14,132912,8683,5,,39,2,9,10
Joe Garcia,6be9a23a,Internal,Hired,11-04-2021,Failed,24-05-2022,Failed,29-08-2024,Failed,Female,Marketing,Full-time,07-11-2022,Voluntary,Retirement,13,42494,1756,2,17-06-2021,196,1,8,13
Leah Mayo,52d8d648,Agency,New hire,04-06-2024,Failed,29-06-2021,Passed,08-04-2022,Passed,Male,Marketing,Full-time,,Involuntary,Termination,3,102831,4011,1,12-04-2021,68,2,10,6
Laura Coleman,1cdb9859,Online Application,Hired,13-09-2022,Passed,12-08-2023,Failed,03-02-2022,Failed,Other,Finance,Contract,,Involuntary,,16,129557,6772,5,,40,2,7,4
Mrs. Anna Lane,7e439562,Online Application,Hired,24-03-2020,Failed,24-03-2020,Passed,19-12-2021,Passed,Other,HR,Part-time,,Voluntary,Termination,18,57706,2197,3,,146,7,3,15
Christopher Green,30fe886f,Agency,New hire,12-06-2020,Passed,10-10-2023,Failed,20-07-2024,Passed,Female,Finance,Contract,,Voluntary,Retirement,14,80720,17891,3,,128,8,7,10
Tiffany Rodriguez,51504898,Online Application,New hire,24-09-2020,Passed,15-02-2022,Passed,03-07-2024,Passed,Other,Marketing,Part-time,,Involuntary,Personal Reasons,26,145621,12145,1,,10,10,4,5
Julie Prince,f14efbd0,Internal,Hired,03-04-2021,Failed,28-06-2020,Failed,23-01-2024,Failed,Other,HR,Full-time,,,Retirement,12,79202,12271,2,,98,1,1,8
Alexis Lambert,29dbd7dd,Agency,Hired,18-01-2022,Failed,18-08-2020,Passed,19-05-2021,Failed,Male,Marketing,Contract,22-11-2023,Involuntary,Termination,25,143570,8607,3,14-03-2022,42,10,5,3
Logan Johnson,91e1bfea,Agency,Hired,25-03-2024,Failed,05-01-2023,Passed,08-02-2022,Failed,Female,Sales,Full-time,29-02-2020,Voluntary,Retirement,20,77396,13409,2,,198,4,2,15
Melinda West,8eb9bfee,Online Application,New hire,07-05-2021,Passed,09-08-2023,Failed,27-10-2020,Failed,Female,HR,Part-time,13-02-2021,Voluntary,Termination,4,104390,4272,1,,134,10,5,0
Tracy Riley,4b7ab78d,Internal,Hired,19-08-2021,Passed,17-10-2022,Failed,04-05-2024,Failed,Female,Operations,Part-time,,Voluntary,Personal Reasons,18,135341,14747,1,27-07-2022,57,3,8,14
Gavin Adkins,4e1e7dbd,Online Application,Hired,14-05-2024,Failed,22-01-2024,Failed,01-02-2021,Failed,Female,Marketing,Part-time,,Voluntary,,20,89771,16129,4,14-06-2021,185,9,8,3
Samantha Phillips,e6d55ff1,Agency,New hire,29-10-2022,Passed,08-11-2021,Failed,27-08-2023,Passed,Other,HR,Contract,30-08-2023,Voluntary,Personal Reasons,12,101012,8012,5,04-12-2022,186,6,8,1
Jason Hunter,dffb1547,Internal,Hired,07-01-2021,Passed,21-11-2020,Passed,15-10-2020,Failed,Female,Sales,Contract,24-09-2023,Voluntary,,27,106043,10893,1,,93,4,7,15
Madeline Davis,7ccc3327,Agency,Hired,08-05-2021,Passed,20-07-2024,Failed,15-08-2023,Failed,Other,Marketing,Full-time,03-10-2021,Voluntary,,11,42631,17831,5,,151,5,6,1
Katie Wood,27055215,Internal,Hired,06-10-2021,Failed,29-01-2022,Passed,23-02-2021,Failed,Female,IT,Contract,22-12-2020,,Layoff,12,47617,8065,3,,115,9,7,11
William Mahoney,963b56fa,Internal,Hired,01-07-2020,Failed,23-05-2023,Passed,02-08-2022,Failed,Male,Sales,Contract,16-06-2023,,,7,117158,13173,1,,92,8,2,3
Bryan Black,c2aeaf5a,Agency,New hire,14-08-2020,Failed,19-01-2021,Passed,24-09-2020,Failed,Female,HR,Full-time,12-03-2022,,Retirement,6,53095,2278,2,,14,1,5,12
James Johnson,4c5d00df,Agency,Hired,16-04-2021,Failed,16-04-2021,Failed,18-04-2020,Passed,Other,Marketing,Full-time,25-05-2021,Involuntary,Personal Reasons,22,67080,12797,1,04-02-2023,102,2,6,5
Rebecca Williams,8b86b679,Online Application,Hired,31-07-2024,Passed,13-05-2021,Failed,27-06-2022,Failed,Male,Marketing,Contract,07-08-2021,Involuntary,Termination,5,49813,16536,5,,186,6,1,7
Mark Wilson,343c9be5,Agency,Hired,16-06-2023,Failed,22-01-2022,Passed,02-04-2021,Failed,Male,Marketing,Part-time,,Involuntary,Termination,29,44335,6735,5,,164,3,7,6
Debbie Gordon,e27045f3,Agency,Hired,21-05-2022,Passed,19-07-2021,Failed,03-11-2022,Failed,Other,Sales,Part-time,,,,21,50353,7671,5,,143,7,2,7
Vanessa Gill,91e934ba,Agency,Hired,03-03-2024,Passed,17-07-2021,Failed,29-05-2020,Failed,Male,Sales,Full-time,,Voluntary,Other,24,90050,10185,1,,148,9,4,6
Carrie Cook,f9f5ee9d,Online Application,Hired,20-05-2021,Failed,12-07-2020,Passed,23-01-2022,Failed,Female,Operations,Part-time,,,Layoff,29,112946,17998,1,,11,5,1,15
Lisa Moore,6a4f9598,Online Application,Hired,04-05-2023,Failed,28-01-2022,Failed,03-10-2020,Failed,Male,Marketing,Part-time,10-05-2022,Voluntary,Layoff,19,68017,11022,5,,187,9,1,1
Heather King,8bac1447,Online Application,Hired,16-09-2020,Failed,28-06-2021,Passed,17-06-2024,Failed,Other,Marketing,Part-time,,Involuntary,Layoff,9,44012,11150,4,,131,8,1,14
Bradley Price,5bf696ca,Internal,Hired,04-09-2023,Passed,30-03-2021,Passed,18-04-2021,Passed,Female,Marketing,Contract,04-09-2023,Involuntary,,1,92171,7626,3,27-03-2024,68,6,6,4
Sandra Williams,c5eb95c5,Online Application,Hired,24-06-2022,Passed,10-10-2022,Passed,20-03-2023,Failed,Male,IT,Contract,,Voluntary,Retirement,15,88128,5667,3,,18,1,7,9
Philip Flores PhD,3727a739,Agency,Hired,29-10-2021,Passed,17-09-2022,Passed,24-07-2024,Failed,Male,Sales,Full-time,,,Retirement,2,100138,15970,4,,188,6,7,13
Scott Nguyen,9151ffec,Agency,New hire,13-02-2023,Passed,09-06-2024,Passed,14-10-2020,Passed,Other,Marketing,Full-time,,Involuntary,Other,14,51213,13591,3,,84,1,4,13
Dr. Laura Pace,96d3af59,Internal,Hired,07-01-2022,Passed,11-02-2024,Failed,03-06-2024,Passed,Other,Finance,Full-time,,Involuntary,Other,21,90875,12539,1,,112,2,5,5
Justin Morgan,371f76d7,Agency,Hired,02-02-2021,Failed,07-02-2022,Passed,27-08-2020,Passed,Male,IT,Full-time,27-12-2022,Involuntary,Retirement,9,100546,16191,3,,5,9,6,12
Daniel Watson,54b06b5a,Internal,New hire,01-02-2022,Passed,28-07-2022,Passed,16-05-2022,Passed,Other,IT,Contract,,Voluntary,,24,131425,19827,5,,198,2,2,13
Jordan Whitehead,28cd1dee,Online Application,Hired,25-03-2020,Passed,20-02-2020,Passed,12-04-2023,Failed,Male,HR,Part-time,,Voluntary,Layoff,18,131803,8451,5,28-04-2020,161,3,6,4
Justin Moore,eba58807,Online Application,Hired,28-06-2022,Failed,07-07-2022,Failed,25-01-2023,Failed,Female,Marketing,Full-time,,Involuntary,,21,105453,7405,3,02-03-2022,149,3,10,10
Wesley Koch,8c1e9474,Agency,Hired,20-09-2021,Passed,16-06-2022,Failed,23-08-2022,Passed,Female,Marketing,Part-time,02-07-2024,Voluntary,Other,27,97117,6980,2,,30,5,8,11
Charlotte Smith,0448ab73,Agency,Hired,05-02-2023,Passed,03-08-2024,Failed,13-10-2023,Failed,Other,HR,Contract,30-06-2022,Involuntary,Personal Reasons,29,131938,18465,3,,184,6,4,5
Jessica Miller,4b18a119,Online Application,Hired,03-12-2021,Failed,14-12-2021,Failed,20-04-2024,Passed,Male,HR,Full-time,,,Retirement,21,76483,8088,3,,26,3,8,4
George Ross,ad4872e7,Agency,Hired,17-07-2023,Passed,30-11-2020,Failed,04-08-2020,Passed,Other,HR,Part-time,19-09-2023,Involuntary,,13,142891,1707,1,,67,5,1,9
Emma Townsend,fbd0848d,Agency,Hired,16-05-2024,Failed,13-05-2021,Failed,13-02-2024,Passed,Male,Operations,Contract,03-02-2023,Involuntary,,14,50240,9702,1,,180,1,8,10
John Suarez,c9c89c02,Agency,New hire,12-03-2024,Passed,11-02-2021,Passed,28-10-2023,Failed,Male,Sales,Contract,,,Retirement,30,92215,12356,1,,34,4,7,7
Darrell Flores,71c832f6,Online Application,Hired,03-04-2023,Failed,15-07-2024,Failed,16-02-2020,Failed,Other,Marketing,Contract,07-12-2023,Voluntary,Personal Reasons,14,117729,9803,2,,50,7,9,8
Amy Hull,59814689,Internal,Hired,02-02-2024,Passed,10-07-2021,Failed,28-02-2023,Passed,Male,HR,Full-time,,Involuntary,Layoff,17,87920,11333,1,,64,2,4,11
Denise Scott,2448b850,Internal,Hired,06-05-2021,Failed,28-11-2023,Passed,10-06-2022,Failed,Male,IT,Part-time,,,Personal Reasons,28,101191,19835,4,,193,7,8,1
Susan Gray,7bd93e4c,Internal,Hired,20-11-2023,Passed,18-04-2020,Passed,02-08-2024,Failed,Male,Finance,Full-time,,Voluntary,Retirement,14,91286,15924,1,,103,7,10,12
Brianna Brown,eb8760a6,Online Application,Hired,12-05-2022,Passed,12-04-2022,Failed,28-06-2020,Failed,Female,IT,Contract,22-08-2024,,Other,21,62458,14966,1,02-06-2023,151,1,5,9
Adam Bennett,20bd8722,Online Application,Hired,08-03-2020,Passed,27-08-2024,Passed,14-02-2024,Failed,Male,Finance,Full-time,,Involuntary,Layoff,3,93493,15528,4,,29,10,4,7
Hailey Adams,d542dca9,Internal,Hired,26-12-2022,Failed,12-05-2024,Passed,25-08-2023,Passed,Female,Marketing,Contract,22-08-2024,Voluntary,Termination,15,145841,16981,1,01-01-2023,69,8,7,1
Carrie Johnson,a0ab1b37,Internal,Hired,21-10-2023,Passed,10-10-2021,Passed,06-03-2021,Passed,Female,Sales,Part-time,,Involuntary,Layoff,11,103269,13880,2,,43,7,5,8
Jacob Garcia,d69b514f,Internal,Hired,01-12-2020,Passed,12-01-2020,Failed,06-06-2024,Passed,Male,Finance,Part-time,,,Termination,10,148883,17333,3,,14,5,7,4
Madison Cole,9.06E+88,Internal,Hired,20-01-2021,Failed,07-11-2021,Failed,21-09-2021,Passed,Female,HR,Part-time,,,Termination,14,53749,15094,3,,146,7,5,0
Joanne Williams,42ea9a9d,Online Application,Hired,14-12-2023,Failed,08-08-2020,Failed,17-07-2023,Passed,Male,Sales,Full-time,17-07-2023,,,13,106024,11867,2,,12,10,6,5
Anthony Phillips,64fd0557,Online Application,Hired,17-05-2021,Failed,27-08-2020,Failed,29-01-2024,Failed,Female,IT,Full-time,22-08-2024,Involuntary,Layoff,25,57322,17221,1,21-03-2022,123,6,1,1
Daryl Rose,36eaf2fd,Agency,New hire,05-02-2023,Passed,16-10-2021,Passed,10-11-2020,Failed,Other,IT,Full-time,21-06-2024,Voluntary,Layoff,22,93222,16660,1,,1,1,2,12
Matthew King,6cc7ca21,Online Application,Hired,07-06-2020,Failed,28-01-2022,Failed,19-03-2023,Failed,Male,HR,Contract,05-02-2020,Involuntary,Other,22,58996,7724,3,,34,7,1,10
Linda Sanchez,8d773121,Agency,Hired,27-04-2020,Failed,24-05-2021,Failed,14-01-2022,Failed,Male,Sales,Full-time,,,Other,26,149831,10312,5,01-07-2024,132,4,2,14
Samantha Simmons,6d6084ca,Agency,Hired,12-08-2022,Failed,18-12-2023,Failed,22-09-2020,Failed,Other,Marketing,Part-time,,Voluntary,Other,29,126056,10512,1,,117,5,2,5
Jessica Clark,77af552d,Internal,Hired,05-06-2021,Passed,12-10-2022,Failed,13-12-2021,Failed,Female,IT,Full-time,,Voluntary,,10,66243,9707,3,,26,6,7,3
Linda Drake,12cc37d1,Internal,Hired,09-05-2023,Passed,09-06-2021,Failed,16-01-2022,Passed,Other,Sales,Part-time,03-02-2022,Involuntary,,9,136023,19081,2,26-01-2023,171,5,3,9
Victoria Barton,329c04c2,Internal,New hire,04-05-2024,Failed,09-04-2023,Failed,16-04-2021,Passed,Female,Sales,Contract,,Voluntary,Personal Reasons,15,56202,10222,2,,78,6,6,3
Manuel Johnston,07f9a036,Online Application,Hired,01-05-2020,Failed,02-12-2022,Passed,23-11-2022,Passed,Other,Sales,Contract,,Voluntary,Retirement,10,117535,15821,4,27-01-2022,138,5,10,14
Robert Martin,f1a56180,Internal,Hired,06-06-2020,Passed,16-03-2021,Passed,25-01-2024,Passed,Other,HR,Part-time,,Involuntary,,6,92164,16170,3,,47,8,6,13
Kevin Meyer,aeb6ba24,Internal,Hired,19-08-2020,Passed,10-11-2020,Passed,05-08-2024,Failed,Other,Finance,Full-time,,Involuntary,Other,3,127144,9835,1,,122,3,5,4
Ashley Cox,ebb124d1,Agency,Hired,03-11-2020,Failed,15-05-2021,Passed,17-03-2022,Failed,Other,IT,Part-time,,,Termination,18,65035,13507,3,,197,5,10,2
Brent Padilla,a23ad643,Internal,Hired,15-09-2020,Passed,25-04-2022,Passed,20-11-2020,Passed,Other,IT,Contract,,,Other,2,99654,1875,5,,96,5,6,13
Angela Brown,a1959ab9,Agency,Hired,06-07-2020,Failed,04-05-2024,Passed,26-03-2021,Failed,Female,Sales,Part-time,,Voluntary,Retirement,1,84662,15554,3,31-05-2021,71,2,10,10
Kathleen Little,cd64776e,Online Application,Hired,16-08-2024,Passed,29-07-2022,Failed,29-04-2022,Passed,Female,Finance,Full-time,,Involuntary,Retirement,30,138012,13303,3,,97,3,5,5
Gregory Baker,7778f3f2,Online Application,Hired,14-07-2023,Failed,07-04-2023,Failed,08-01-2021,Failed,Other,IT,Part-time,10-09-2021,Voluntary,Personal Reasons,27,103281,10610,2,13-09-2021,70,1,5,0
Phillip Delgado,d2c985dd,Agency,Hired,24-03-2021,Failed,31-05-2020,Passed,22-06-2020,Failed,Male,Operations,Full-time,03-11-2020,,Other,5,47656,16576,5,,64,4,6,6
Kevin Edwards,86de16d5,Internal,Hired,22-07-2021,Passed,16-12-2022,Failed,19-08-2020,Failed,Male,Finance,Contract,16-10-2020,Involuntary,Termination,30,123815,11697,5,,80,3,1,8
Jay Jenkins,5b125771,Internal,Hired,19-08-2022,Failed,18-03-2024,Failed,18-10-2022,Failed,Female,HR,Full-time,,,Other,1,111914,3701,5,,125,9,3,12
Seth Ramirez,1a5781e9,Online Application,Hired,24-10-2021,Failed,10-07-2020,Failed,09-12-2020,Passed,Female,Marketing,Full-time,,Voluntary,Other,16,93573,17186,1,,87,5,2,4
Gary Aguilar,344050ea,Online Application,Hired,08-03-2024,Failed,11-04-2022,Passed,23-02-2023,Failed,Female,Finance,Part-time,09-11-2023,Involuntary,Layoff,9,116783,16046,2,,0,4,7,8
Mark Howard,315f75c2,Internal,Hired,01-02-2020,Failed,19-07-2023,Passed,30-10-2023,Failed,Male,HR,Part-time,18-01-2022,Involuntary,Layoff,16,149278,12684,4,,46,4,6,1
Courtney Scott,a457aeb2,Agency,Hired,28-02-2021,Passed,01-08-2021,Passed,18-05-2024,Failed,Male,Operations,Contract,,Involuntary,Termination,8,103618,7845,3,,50,4,6,14
Matthew Miller,3e88e024,Internal,New hire,01-10-2021,Failed,19-06-2021,Failed,25-02-2023,Passed,Other,Finance,Contract,,Voluntary,Termination,25,147499,15433,2,,82,8,10,1
Jeffrey Chen,6c644df1,Online Application,Hired,12-10-2021,Passed,23-06-2022,Failed,15-06-2024,Failed,Male,IT,Part-time,,Voluntary,Personal Reasons,18,71198,12365,3,,75,2,5,13
Joshua Reid,c9e54511,Agency,New hire,04-10-2022,Failed,24-11-2022,Failed,17-05-2024,Failed,Female,IT,Part-time,,,Layoff,21,43658,1436,1,,174,2,1,7
Nicholas Kaiser,499b4f0e,Online Application,Hired,25-11-2023,Failed,24-03-2023,Failed,10-12-2020,Failed,Other,Finance,Contract,10-09-2021,Voluntary,Retirement,24,91484,16579,3,06-06-2022,33,2,1,2
Billy Murphy,cdeee639,Online Application,Hired,09-06-2024,Failed,24-07-2020,Failed,11-07-2023,Failed,Male,IT,Full-time,,,Retirement,20,134922,7035,5,,7,3,10,9
Dr. John Shepard,86cf5a0e,Agency,New hire,02-11-2023,Passed,18-06-2023,Failed,14-06-2023,Passed,Other,Sales,Part-time,10-09-2021,Voluntary,Personal Reasons,11,58446,19435,2,21-05-2020,53,3,9,5
Margaret Cook,35f74755,Internal,Hired,30-09-2023,Failed,10-04-2022,Passed,21-11-2023,Failed,Female,Sales,Full-time,10-09-2021,Involuntary,Termination,26,88219,5269,1,27-07-2020,115,7,8,12
Joseph Hill,332b1098,Online Application,Hired,14-11-2021,Passed,12-07-2023,Failed,04-12-2023,Passed,Other,HR,Full-time,,Voluntary,Termination,30,90908,10979,1,,123,8,1,13
Michael Ramirez,b65418f0,Agency,Hired,09-03-2023,Passed,07-09-2022,Passed,13-09-2022,Passed,Male,HR,Contract,10-09-2021,Involuntary,Layoff,27,139700,12812,4,08-02-2022,133,8,7,12
Kristina Reynolds,82692752,Online Application,Hired,24-08-2021,Failed,26-08-2022,Passed,05-03-2024,Failed,Male,HR,Part-time,,Involuntary,,18,87196,7417,4,,157,9,10,5
Leah Lawrence,17e98d29,Agency,Hired,27-11-2021,Failed,21-10-2022,Failed,15-04-2022,Passed,Male,Marketing,Part-time,12-06-2020,Voluntary,Personal Reasons,24,82017,4573,3,,136,2,2,4
Michael Brown,2d1dfd53,Online Application,Hired,16-07-2023,Failed,20-07-2024,Passed,20-01-2023,Failed,Female,Sales,Part-time,10-09-2021,Involuntary,Layoff,23,81468,5524,3,23-11-2020,173,5,3,14
Victoria Williams,b87d85e0,Internal,New hire,09-10-2020,Failed,14-11-2021,Passed,16-02-2021,Failed,Male,Operations,Contract,,Voluntary,,22,121136,15517,5,,105,2,9,13
Valerie Baxter,84f750f8,Agency,Hired,01-02-2022,Passed,11-12-2023,Passed,22-12-2021,Failed,Female,Marketing,Part-time,10-09-2021,Involuntary,Layoff,20,55384,7608,4,01-04-2021,116,10,2,13
Jennifer Osborne,b70ec521,Internal,Hired,17-03-2023,Failed,01-08-2024,Passed,11-07-2024,Failed,Female,Sales,Part-time,10-09-2021,Voluntary,,8,138915,1971,3,16-12-2022,42,9,3,5
Theresa Henderson,bd3d0b24,Online Application,Hired,18-05-2022,Failed,08-12-2021,Failed,19-01-2023,Passed,Female,Operations,Full-time,,,Other,12,137036,11111,4,,89,5,10,13
Thomas Oconnor PhD,b5ee0c22,Agency,New hire,12-05-2020,Failed,20-06-2020,Failed,16-03-2020,Passed,Male,Operations,Full-time,10-09-2021,Voluntary,Personal Reasons,17,90958,15535,2,13-01-2021,104,7,6,3
Mrs. Nicole Garza,311ddc59,Online Application,Hired,27-07-2020,Passed,23-10-2020,Passed,10-10-2021,Failed,Other,Finance,Part-time,,Involuntary,Other,29,74584,17909,3,,114,2,1,3
George Maxwell,28061ec4,Internal,Hired,30-06-2021,Failed,24-05-2020,Passed,07-01-2024,Passed,Other,Sales,Contract,10-09-2021,Involuntary,Other,12,70306,13844,1,05-08-2020,35,1,10,8
Leslie Davis,1a495cd5,Internal,Hired,27-08-2021,Passed,13-07-2021,Failed,07-07-2023,Failed,Female,Operations,Part-time,22-12-2022,Voluntary,Retirement,22,91180,11577,1,,133,7,5,8
Shannon Phelps,0bce2a29,Agency,Hired,16-06-2023,Passed,31-10-2022,Failed,07-08-2024,Failed,Other,Finance,Part-time,10-09-2021,Involuntary,Termination,13,98093,10204,1,14-03-2023,109,8,5,4
Matthew George,d31df519,Internal,Hired,05-12-2021,Failed,20-01-2022,Passed,05-04-2022,Passed,Other,Operations,Contract,,Voluntary,Retirement,1,89025,3154,1,,42,4,8,0
